Slug,Provider,Flavor,Category,CPU,RAM,Root volume,Extra volume number,Extra volume size,GPU,GPU model
ecs.g7.xlarge,Alibaba Cloud,ecs.g7.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecs.g7a-nps1.xlarge,Alibaba Cloud,ecs.g7a-nps1.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecs.g7.2xlarge,Alibaba Cloud,ecs.g7.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecs.g7-test.2xlarge,Alibaba Cloud,ecs.g7-test.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecs.g7a-nps1.2xlarge,Alibaba Cloud,ecs.g7a-nps1.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecs.g7a.large,Alibaba Cloud,ecs.g7a.large,General Purpose,2,8.0GB,0,0,0,0,
ecs.g7a.xlarge,Alibaba Cloud,ecs.g7a.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecs.g7a.2xlarge,Alibaba Cloud,ecs.g7a.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecs.g7ne.large,Alibaba Cloud,ecs.g7ne.large,General Purpose,2,8.0GB,0,0,0,0,
ecs.g7ne.xlarge,Alibaba Cloud,ecs.g7ne.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecs.g7ne.2xlarge,Alibaba Cloud,ecs.g7ne.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecs.g7se.large,Alibaba Cloud,ecs.g7se.large,General Purpose,2,8.0GB,0,0,0,0,
ecs.g7se.xlarge,Alibaba Cloud,ecs.g7se.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecs.g7se.2xlarge,Alibaba Cloud,ecs.g7se.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecs.g7t.large,Alibaba Cloud,ecs.g7t.large,General Purpose,2,8.0GB,0,0,0,0,
ecs.g7t.xlarge,Alibaba Cloud,ecs.g7t.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecs.g7t.2xlarge,Alibaba Cloud,ecs.g7t.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecshfc6large,Alibaba Cloud,ecs.hfc6.large,Compute optimized,2,4.0GB,0,0,0,0,
ecshfc6xlarge,Alibaba Cloud,ecs.hfc6.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecshfc62xlarge,Alibaba Cloud,ecs.hfc6.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecshfc7large,Alibaba Cloud,ecs.hfc7.large,Compute optimized,2,4.0GB,0,0,0,0,
ecs.hfc7.xlarge,Alibaba Cloud,ecs.hfc7.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecs.hfc7.2xlarge,Alibaba Cloud,ecs.hfc7.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecshfg6large,Alibaba Cloud,ecs.hfg6.large,General Purpose,2,8.0GB,0,0,0,0,
ecshfg6xlarge,Alibaba Cloud,ecs.hfg6.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecshfg62xlarge,Alibaba Cloud,ecs.hfg6.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecshfg7large,Alibaba Cloud,ecs.hfg7.large,General Purpose,2,8.0GB,0,0,0,0,
ecs.hfg7.xlarge,Alibaba Cloud,ecs.hfg7.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecs.hfg7.2xlarge,Alibaba Cloud,ecs.hfg7.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecshfr6large,Alibaba Cloud,ecs.hfr6.large,Memory optimized,2,16.0GB,0,0,0,0,
ecshfr6xlarge,Alibaba Cloud,ecs.hfr6.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecshfr62xlarge,Alibaba Cloud,ecs.hfr6.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecshfr7large,Alibaba Cloud,ecs.hfr7.large,Memory optimized,2,16.0GB,0,0,0,0,
ecs.hfr7.xlarge,Alibaba Cloud,ecs.hfr7.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecs.hfr7.2xlarge,Alibaba Cloud,ecs.hfr7.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecsi2g2xlarge,Alibaba Cloud,ecs.i2g.2xlarge,Storage performance,8,32.0GB,0,1,894,0,
ecsi2gne2xlarge,Alibaba Cloud,ecs.i2gne.2xlarge,Storage performance,8,32.0GB,0,0,0,0,
ecsi2nexlarge,Alibaba Cloud,ecs.i2ne.xlarge,Storage performance,4,32.0GB,0,0,0,0,
ecsi2ne2xlarge,Alibaba Cloud,ecs.i2ne.2xlarge,Storage performance,8,64.0GB,0,0,0,0,
ecs.i3.xlarge,Alibaba Cloud,ecs.i3.xlarge,Storage performance,4,32.0GB,0,1,960,0,
ecs.i3.2xlarge,Alibaba Cloud,ecs.i3.2xlarge,Storage performance,8,64.0GB,0,0,1920,0,
ecs.i3g.2xlarge,Alibaba Cloud,ecs.i3g.2xlarge,Storage performance,8,32.0GB,0,0,960,0,
ecsic5large,Alibaba Cloud,ecs.ic5.large,Compute optimized,2,2.0GB,0,0,0,0,
ecsic5xlarge,Alibaba Cloud,ecs.ic5.xlarge,Compute optimized,4,4.0GB,0,0,0,0,
ecsic52xlarge,Alibaba Cloud,ecs.ic5.2xlarge,Compute optimized,8,8.0GB,0,0,0,0,
ecsmn4small,Alibaba Cloud,ecs.mn4.small,General Purpose,1,4.0GB,0,0,0,0,
ecsmn4large,Alibaba Cloud,ecs.mn4.large,General Purpose,2,8.0GB,0,0,0,0,
ecsmn4xlarge,Alibaba Cloud,ecs.mn4.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecsmn42xlarge,Alibaba Cloud,ecs.mn4.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecsn4small,Alibaba Cloud,ecs.n4.small,Compute optimized,1,2.0GB,0,0,0,0,
ecsn4large,Alibaba Cloud,ecs.n4.large,Compute optimized,2,4.0GB,0,0,0,0,
ecsn4xlarge,Alibaba Cloud,ecs.n4.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecsn42xlarge,Alibaba Cloud,ecs.n4.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecs.r5-prio.large,Alibaba Cloud,ecs.r5-prio.large,Memory optimized,2,16.0GB,0,0,0,0,
ecs.r5-prio.xlarge,Alibaba Cloud,ecs.r5-prio.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecs.r5-prio.2xlarge,Alibaba Cloud,ecs.r5-prio.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecsr6large,Alibaba Cloud,ecs.r6.large,Memory optimized,2,16.0GB,0,0,0,0,
ecsr6xlarge,Alibaba Cloud,ecs.r6.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecsr62xlarge,Alibaba Cloud,ecs.r6.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecs.r7.large,Alibaba Cloud,ecs.r7.large,Memory optimized,2,16.0GB,0,0,0,0,
ecs.r7.xlarge,Alibaba Cloud,ecs.r7.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecs.r7.2xlarge,Alibaba Cloud,ecs.r7.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecs.r7a.large,Alibaba Cloud,ecs.r7a.large,Memory optimized,2,16.0GB,0,0,0,0,
ecs.r7a.xlarge,Alibaba Cloud,ecs.r7a.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecs.r7a.2xlarge,Alibaba Cloud,ecs.r7a.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecs.r7se.large,Alibaba Cloud,ecs.r7se.large,Memory optimized,2,16.0GB,0,0,0,0,
ecs.r7se.xlarge,Alibaba Cloud,ecs.r7se.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecs.r7se.2xlarge,Alibaba Cloud,ecs.r7se.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecs.r7t.large,Alibaba Cloud,ecs.r7t.large,Memory optimized,2,16.0GB,0,0,0,0,
ecs.r7t.xlarge,Alibaba Cloud,ecs.r7t.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecs.r7t.2xlarge,Alibaba Cloud,ecs.r7t.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecsse1large,Alibaba Cloud,ecs.se1.large,Memory optimized,2,16.0GB,0,0,0,0,
ecsse1xlarge,Alibaba Cloud,ecs.se1.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecsse12xlarge,Alibaba Cloud,ecs.se1.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecsse1nelarge,Alibaba Cloud,ecs.se1ne.large,Memory optimized,2,16.0GB,0,0,0,0,
ecsse1nexlarge,Alibaba Cloud,ecs.se1ne.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
ecsse1ne2xlarge,Alibaba Cloud,ecs.se1ne.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
ecsse1neclarge,Alibaba Cloud,ecs.se1nec.large,,2,16.0GB,0,0,0,0,
ecsse1necxlarge,Alibaba Cloud,ecs.se1nec.xlarge,,4,32.0GB,0,0,0,0,
ecsse1nec2xlarge,Alibaba Cloud,ecs.se1nec.2xlarge,,8,64.0GB,0,0,0,0,
ecssn1nelarge,Alibaba Cloud,ecs.sn1ne.large,Compute optimized,2,4.0GB,0,0,0,0,
ecssn1nexlarge,Alibaba Cloud,ecs.sn1ne.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
ecssn1ne2xlarge,Alibaba Cloud,ecs.sn1ne.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
ecssn1neclarge,Alibaba Cloud,ecs.sn1nec.large,General Purpose,2,4.0GB,0,0,0,0,
ecssn1necxlarge,Alibaba Cloud,ecs.sn1nec.xlarge,General Purpose,4,8.0GB,0,0,0,0,
ecssn1nec2xlarge,Alibaba Cloud,ecs.sn1nec.2xlarge,General Purpose,8,16.0GB,0,0,0,0,
ecssn2nelarge,Alibaba Cloud,ecs.sn2ne.large,General Purpose,2,8.0GB,0,0,0,0,
ecssn2nexlarge,Alibaba Cloud,ecs.sn2ne.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecssn2ne2xlarge,Alibaba Cloud,ecs.sn2ne.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecssn2neclarge,Alibaba Cloud,ecs.sn2nec.large,General Purpose,2,8.0GB,0,0,0,0,
ecssn2necxlarge,Alibaba Cloud,ecs.sn2nec.xlarge,General Purpose,4,16.0GB,0,0,0,0,
ecssn2nec2xlarge,Alibaba Cloud,ecs.sn2nec.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
ecsxn4small,Alibaba Cloud,ecs.xn4.small,Tiny,1,1.0GB,0,0,0,0,
c5.large,Amazon Web Services,c5.large,Compute optimized,2,4.0GB,0,0,0,0,
c5.xlarge,Amazon Web Services,c5.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
c5.2xlarge,Amazon Web Services,c5.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
c5a.large,Amazon Web Services,c5a.large,General Purpose,2,4.0GB,0,0,0,0,
c5a.xlarge,Amazon Web Services,c5a.xlarge,General Purpose,4,8.0GB,0,0,0,0,
c5a.2xlarge,Amazon Web Services,c5a.2xlarge,General Purpose,8,16.0GB,0,0,0,0,
c5ad.large,Amazon Web Services,c5ad.large,Compute optimized,2,4.0GB,0,1,75,0,
c5ad.xlarge,Amazon Web Services,c5ad.xlarge,Compute optimized,4,8.0GB,0,1,150,0,
c5ad.2xlarge,Amazon Web Services,c5ad.2xlarge,Compute optimized,8,16.0GB,0,1,300,0,
c5d.large,Amazon Web Services,c5d.large,Compute optimized,2,4.0GB,0,1,50,0,
c5d.xlarge,Amazon Web Services,c5d.xlarge,Compute optimized,4,8.0GB,0,1,100,0,
c5d.2xlarge,Amazon Web Services,c5d.2xlarge,Compute optimized,8,16.0GB,0,1,200,0,
c5n.large,Amazon Web Services,c5n.large,Compute optimized,2,5.2GB,0,0,0,0,
c5n.xlarge,Amazon Web Services,c5n.xlarge,Compute optimized,4,10.5GB,0,0,0,0,
c5n.2xlarge,Amazon Web Services,c5n.2xlarge,Compute optimized,8,21.0GB,0,0,0,0,
c6a.large,Amazon Web Services,c6a.large,General Purpose,2,4.0GB,0,0,0,0,
c6a.xlarge,Amazon Web Services,c6a.xlarge,General Purpose,4,8.0GB,0,0,0,0,
c6a.2xlarge,Amazon Web Services,c6a.2xlarge,General Purpose,8,16.0GB,0,0,0,0,
c6g.medium,Amazon Web Services,c6g.medium,Compute optimized,1,2.0GB,0,0,0,0,
c6g.large,Amazon Web Services,c6g.large,Compute optimized,2,4.0GB,0,0,0,0,
c6g.xlarge,Amazon Web Services,c6g.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
c6g.2xlarge,Amazon Web Services,c6g.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
c6gd.medium,Amazon Web Services,c6gd.medium,Compute optimized,1,2.0GB,0,1,59,0,
c6gd.large,Amazon Web Services,c6gd.large,Compute optimized,2,4.0GB,0,1,118,0,
c6gd.xlarge,Amazon Web Services,c6gd.xlarge,Compute optimized,4,8.0GB,0,1,237,0,
c6gd.2xlarge,Amazon Web Services,c6gd.2xlarge,Compute optimized,8,16.0GB,0,1,475,0,
c6gn.medium,Amazon Web Services,c6gn.medium,Compute optimized,1,2.0GB,0,0,0,0,
c6gn.large,Amazon Web Services,c6gn.large,Compute optimized,2,4.0GB,0,0,0,0,
c6gn.xlarge,Amazon Web Services,c6gn.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
c6gn.2xlarge,Amazon Web Services,c6gn.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
c6i.large,Amazon Web Services,c6i.large,Compute optimized,2,4.0GB,0,0,0,0,
c6i.xlarge,Amazon Web Services,c6i.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
c6i.2xlarge,Amazon Web Services,c6i.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
c6id.large,Amazon Web Services,c6id.large,Compute optimized,2,4.0GB,0,1,118,0,
c6id.xlarge,Amazon Web Services,c6id.xlarge,Compute optimized,4,8.0GB,0,1,237,0,
c6id.2xlarge,Amazon Web Services,c6id.2xlarge,Compute optimized,8,16.0GB,0,1,474,0,
c7g.medium,Amazon Web Services,c7g.medium,Compute optimized,1,2.0GB,0,0,0,0,
c7g.large,Amazon Web Services,c7g.large,Compute optimized,2,4.0GB,0,0,0,0,
c7g.xlarge,Amazon Web Services,c7g.xlarge,Compute optimized,4,8.0GB,0,0,0,0,
c7g.2xlarge,Amazon Web Services,c7g.2xlarge,Compute optimized,8,16.0GB,0,0,0,0,
d3.xlarge,Amazon Web Services,d3.xlarge,Storage capacity,4,32.0GB,0,3,2000,0,
d3.2xlarge,Amazon Web Services,d3.2xlarge,Storage capacity,8,64.0GB,0,6,2000,0,
d3en.xlarge,Amazon Web Services,d3en.xlarge,Storage capacity,4,16.0GB,0,2,14000,0,
d3en.2xlarge,Amazon Web Services,d3en.2xlarge,Storage capacity,8,32.0GB,0,4,14000,0,
f1.2xlarge,Amazon Web Services,f1.2xlarge,fpga,8,122.0GB,0,1,470,0,
h1.2xlarge,Amazon Web Services,h1.2xlarge,Storage capacity,8,32.0GB,0,1,2000,0,
i3.large,Amazon Web Services,i3.large,Storage performance,2,15.2GB,0,1,475,0,
i3.xlarge,Amazon Web Services,i3.xlarge,Storage performance,4,30.5GB,0,1,950,0,
i3.2xlarge,Amazon Web Services,i3.2xlarge,Storage performance,8,61.0GB,0,1,1900,0,
i3en.large,Amazon Web Services,i3en.large,Storage performance,2,16.0GB,0,1,1250,0,
i3en.xlarge,Amazon Web Services,i3en.xlarge,Storage performance,4,32.0GB,0,1,2500,0,
i3en.2xlarge,Amazon Web Services,i3en.2xlarge,Storage performance,8,64.0GB,0,2,2500,0,
i4i.large,Amazon Web Services,i4i.large,Storage performance,2,16.0GB,0,1,468,0,
i4i.xlarge,Amazon Web Services,i4i.xlarge,Storage performance,4,32.0GB,0,1,937,0,
i4i.2xlarge,Amazon Web Services,i4i.2xlarge,Storage performance,8,64.0GB,0,1,1875,0,
im4gn.large,Amazon Web Services,im4gn.large,Storage performance,2,8.0GB,0,1,937,0,
im4gn.xlarge,Amazon Web Services,im4gn.xlarge,Storage performance,4,16.0GB,0,1,1875,0,
im4gn.2xlarge,Amazon Web Services,im4gn.2xlarge,Storage performance,8,32.0GB,0,1,3750,0,
is4gen.medium,Amazon Web Services,is4gen.medium,Storage performance,1,6.0GB,0,1,937,0,
is4gen.large,Amazon Web Services,is4gen.large,Storage performance,2,12.0GB,0,1,1875,0,
is4gen.xlarge,Amazon Web Services,is4gen.xlarge,Storage performance,4,24.0GB,0,1,3750,0,
is4gen.2xlarge,Amazon Web Services,is4gen.2xlarge,Storage performance,8,48.0GB,0,1,7500,0,
nano_win_2_0,Amazon Web Services,Windows Nano 2.0,General Purpose,1,512.0MB,30,0,0,0,
nano_2_0,Amazon Web Services,Linux Nano 2.0,General Purpose,1,512.0MB,20,0,0,0,
nano_2_1,Amazon Web Services,Linux Nano 2.1,General Purpose,1,512.0MB,20,0,0,0,
nano_win_2_1,Amazon Web Services,Windows Nano 2.1,General Purpose,1,512.0MB,30,0,0,0,
nano_win_2_2,Amazon Web Services,Windows Nano 2.2,General Purpose,1,512.0MB,30,0,0,0,
nano_2_2,Amazon Web Services,Linux Nano 2.2,General Purpose,1,512.0MB,20,0,0,0,
micro_2_0,Amazon Web Services,Linux Micro 2.0,General Purpose,1,1.0GB,40,0,0,0,
micro_win_2_0,Amazon Web Services,Windows Micro 2.0,General Purpose,1,1.0GB,40,0,0,0,
micro_2_1,Amazon Web Services,Linux Micro 2.1,General Purpose,1,1.0GB,40,0,0,0,
micro_win_2_1,Amazon Web Services,Windows Micro 2.1,General Purpose,1,1.0GB,40,0,0,0,
micro_win_2_2,Amazon Web Services,Windows Micro 2.2,General Purpose,1,1.0GB,40,0,0,0,
micro_2_2,Amazon Web Services,Linux Micro 2.2,General Purpose,1,1.0GB,40,0,0,0,
small_2_0,Amazon Web Services,Linux Small 2.0,General Purpose,1,2.0GB,60,0,0,0,
small_win_2_0,Amazon Web Services,Windows Small 2.0,General Purpose,1,2.0GB,60,0,0,0,
small_win_2_1,Amazon Web Services,Windows Small 2.1,General Purpose,1,2.0GB,60,0,0,0,
small_2_1,Amazon Web Services,Linux Small 2.1,General Purpose,1,2.0GB,60,0,0,0,
small_win_2_2,Amazon Web Services,Windows Small 2.2,General Purpose,1,2.0GB,60,0,0,0,
small_2_2,Amazon Web Services,Linux Small 2.2,General Purpose,1,2.0GB,60,0,0,0,
,Amazon Web Services,Linux Nano 2.3,General Purpose,2,512.0MB,20,0,0,0,
,Amazon Web Services,Windows Nano 2.3,General Purpose,2,512.0MB,30,0,0,0,
,Amazon Web Services,Linux Micro 2.3,General Purpose,2,1.0GB,40,0,0,0,
,Amazon Web Services,Windows Micro 2.3,General Purpose,2,1.0GB,40,0,0,0,
,Amazon Web Services,Linux Small 2.3,General Purpose,2,2.0GB,60,0,0,0,
,Amazon Web Services,Windows Small 2.3,General Purpose,2,2.0GB,60,0,0,0,
medium_1_0,Amazon Web Services,Linux Medium,General Purpose,2,4.0GB,0,0,0,0,
medium_2_0,Amazon Web Services,Linux Medium 2.0,General Purpose,2,4.0GB,80,0,0,0,
medium_win_2_0,Amazon Web Services,Windows Medium 2.0,General Purpose,2,4.0GB,80,0,0,0,
medium_2_1,Amazon Web Services,Linux Medium 2.1,General Purpose,2,4.0GB,80,0,0,0,
medium_win_2_1,Amazon Web Services,Windows Medium 2.1,General Purpose,2,4.0GB,80,0,0,0,
medium_2_2,Amazon Web Services,Linux Medium 2.2,General Purpose,2,4.0GB,80,0,0,0,
medium_win_2_2,Amazon Web Services,Windows Medium 2.2,General Purpose,2,4.0GB,80,0,0,0,
,Amazon Web Services,Linux Medium 2.3,General Purpose,2,4.0GB,80,0,0,0,
,Amazon Web Services,Windows Medium 2.3,General Purpose,2,4.0GB,80,0,0,0,
large_win_2_0,Amazon Web Services,Windows Large 2.0,General Purpose,2,8.0GB,160,0,0,0,
large_2_0,Amazon Web Services,Linux Large 2.0,General Purpose,2,8.0GB,160,0,0,0,
large_2_1,Amazon Web Services,Linux Large 2.1,General Purpose,2,8.0GB,160,0,0,0,
large_win_2_1,Amazon Web Services,Windows Large 2.1,General Purpose,2,8.0GB,160,0,0,0,
large_win_2_2,Amazon Web Services,Windows Large 2.2,General Purpose,2,8.0GB,160,0,0,0,
large_2_2,Amazon Web Services,Linux Large 2.2,General Purpose,2,8.0GB,160,0,0,0,
,Amazon Web Services,Linux Large 2.3,General Purpose,2,8.0GB,160,0,0,0,
,Amazon Web Services,Windows Large 2.3,General Purpose,2,8.0GB,160,0,0,0,
xlarge_win_2_0,Amazon Web Services,Windows Xlarge 2.0,General Purpose,4,16.0GB,320,0,0,0,
xlarge_2_0,Amazon Web Services,Linux Xlarge 2.0,General Purpose,4,16.0GB,320,0,0,0,
xlarge_win_2_1,Amazon Web Services,Windows Xlarge 2.1,General Purpose,4,16.0GB,320,0,0,0,
xlarge_2_1,Amazon Web Services,Linux Xlarge 2.1,General Purpose,4,16.0GB,320,0,0,0,
xlarge_win_2_2,Amazon Web Services,Windows Xlarge 2.2,General Purpose,4,16.0GB,320,0,0,0,
xlarge_2_2,Amazon Web Services,Linux Xlarge 2.2,General Purpose,4,16.0GB,320,0,0,0,
,Amazon Web Services,Linux Xlarge 2.3,General Purpose,4,16.0GB,320,0,0,0,
,Amazon Web Services,Windows Xlarge 2.3,General Purpose,4,16.0GB,320,0,0,0,
2xlarge_2_0,Amazon Web Services,Linux 2Xlarge 2.0,General Purpose,8,32.0GB,640,0,0,0,
2xlarge_win_2_0,Amazon Web Services,Windows 2Xlarge 2.0,General Purpose,8,32.0GB,640,0,0,0,
2xlarge_2_1,Amazon Web Services,Linux 2Xlarge 2.1,General Purpose,8,32.0GB,640,0,0,0,
2xlarge_win_2_1,Amazon Web Services,Windows 2Xlarge 2.1,General Purpose,8,32.0GB,640,0,0,0,
2xlarge_win_2_2,Amazon Web Services,Windows 2Xlarge 2.2,General Purpose,8,32.0GB,640,0,0,0,
2xlarge_2_2,Amazon Web Services,Linux 2Xlarge 2.2,General Purpose,8,32.0GB,640,0,0,0,
,Amazon Web Services,Linux 2Xlarge 2.3,General Purpose,8,32.0GB,640,0,0,0,
,Amazon Web Services,Windows 2Xlarge 2.3,General Purpose,8,32.0GB,640,0,0,0,
m5zn.large,Amazon Web Services,m5zn.large,General Purpose,2,8.0GB,0,0,0,0,
m5zn.xlarge,Amazon Web Services,m5zn.xlarge,General Purpose,4,16.0GB,0,0,0,0,
m5zn.2xlarge,Amazon Web Services,m5zn.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
m6a.large,Amazon Web Services,m6a.large,General Purpose,2,8.0GB,0,0,0,0,
m6a.xlarge,Amazon Web Services,m6a.xlarge,General Purpose,4,16.0GB,0,0,0,0,
m6a.2xlarge,Amazon Web Services,m6a.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
m6g.medium,Amazon Web Services,m6g.medium,General Purpose,1,4.0GB,0,0,0,0,
m6g.large,Amazon Web Services,m6g.large,General Purpose,2,8.0GB,0,0,0,0,
m6g.xlarge,Amazon Web Services,m6g.xlarge,General Purpose,4,16.0GB,0,0,0,0,
m6g.2xlarge,Amazon Web Services,m6g.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
m6gd.medium,Amazon Web Services,m6gd.medium,General Purpose,1,4.0GB,0,1,59,0,
m6gd.large,Amazon Web Services,m6gd.large,General Purpose,2,8.0GB,0,1,118,0,
m6gd.xlarge,Amazon Web Services,m6gd.xlarge,General Purpose,4,16.0GB,0,1,237,0,
m6gd.2xlarge,Amazon Web Services,m6gd.2xlarge,General Purpose,8,32.0GB,0,1,475,0,
m6i.large,Amazon Web Services,m6i.large,General Purpose,2,8.0GB,0,0,0,0,
m6i.xlarge,Amazon Web Services,m6i.xlarge,General Purpose,4,16.0GB,0,0,0,0,
m6i.2xlarge,Amazon Web Services,m6i.2xlarge,General Purpose,8,32.0GB,0,0,0,0,
m6id.large,Amazon Web Services,m6id.large,General Purpose,2,8.0GB,0,1,118,0,
m6id.xlarge,Amazon Web Services,m6id.xlarge,General Purpose,4,16.0GB,0,1,237,0,
m6id.2xlarge,Amazon Web Services,m6id.2xlarge,General Purpose,8,32.0GB,0,1,474,0,
r5.large,Amazon Web Services,r5.large,Memory optimized,2,16.0GB,0,0,0,0,
r5.xlarge,Amazon Web Services,r5.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
r5.2xlarge,Amazon Web Services,r5.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
r5a.large,Amazon Web Services,r5a.large,Memory optimized,2,16.0GB,0,0,0,0,
r5a.xlarge,Amazon Web Services,r5a.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
r5a.2xlarge,Amazon Web Services,r5a.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
r5ad.large,Amazon Web Services,r5ad.large,Storage performance,2,16.0GB,0,1,75,0,
r5ad.xlarge,Amazon Web Services,r5ad.xlarge,Storage performance,4,32.0GB,0,1,150,0,
r5ad.2xlarge,Amazon Web Services,r5ad.2xlarge,Storage performance,8,64.0GB,0,1,300,0,
r5b.large,Amazon Web Services,r5b.large,Memory optimized,2,16.0GB,0,0,0,0,
r5b.xlarge,Amazon Web Services,r5b.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
r5b.2xlarge,Amazon Web Services,r5b.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
r5d.large,Amazon Web Services,r5d.large,Storage performance,2,16.0GB,0,1,75,0,
r5d.xlarge,Amazon Web Services,r5d.xlarge,Storage performance,4,32.0GB,0,1,150,0,
r5d.2xlarge,Amazon Web Services,r5d.2xlarge,Storage performance,8,64.0GB,0,1,300,0,
r5dn.large,Amazon Web Services,r5dn.large,HPC,2,16.0GB,0,1,75,0,
r5dn.xlarge,Amazon Web Services,r5dn.xlarge,HPC,4,32.0GB,0,1,150,0,
r5dn.2xlarge,Amazon Web Services,r5dn.2xlarge,HPC,8,64.0GB,0,1,300,0,
r5n.large,Amazon Web Services,r5n.large,Memory optimized,2,16.0GB,0,0,0,0,
r5n.xlarge,Amazon Web Services,r5n.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
r5n.2xlarge,Amazon Web Services,r5n.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
r6a.large,Amazon Web Services,r6a.large,Memory optimized,2,16.0GB,0,0,0,0,
r6a.xlarge,Amazon Web Services,r6a.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
r6a.2xlarge,Amazon Web Services,r6a.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
r6g.medium,Amazon Web Services,r6g.medium,Memory optimized,1,8.0GB,0,0,0,0,
r6g.large,Amazon Web Services,r6g.large,Memory optimized,2,16.0GB,0,0,0,0,
r6g.xlarge,Amazon Web Services,r6g.xlarge,Memory optimized,4,32.0GB,0,0,0,0,
r6g.2xlarge,Amazon Web Services,r6g.2xlarge,Memory optimized,8,64.0GB,0,0,0,0,
r6gd.medium,Amazon Web Services,r6gd.medium,Memory optimized,1,8.0GB,0,1,59,0,
r6gd.large,Amazon Web Services,r6gd.large,Memory optimized,2,16.0GB,0,1,118,0,
r6gd.xlarge,Amazon Web Services,r6gd.xlarge,Memory optimized,4,32.0GB,0,1,237,0,
r6gd.2xlarge,Amazon Web Services,r6gd.2xlarge,Memory optimized,8,64.0GB,0,1,475,0,
r6i.large,Amazon Web Services,r6i.large,Memory optimized,2,16.0GB,0,0,0,0,
